text,Medicine,modified_text,correct_pair,incorrect_pair
"আমার পায়ের হাটুর নিচের মাংস পেশীর ভিতর প্রচুর ব্যাথা করে এবং হাটুর ভিতর কেমন খালি খালি লাগে । হাটুর ভিতর সমস্যা তেমন একটা না কিন্তু মাংস পেশীর ব্যথা অনেক বেশি । শুয়ে থাকলে আরো বেশি ব্যথা অনুভূত হয় । আমি ভিটামিন ডি + ক্যালসিয়াম , ভিটামিন বি১ , ৬ , ১২ কম্পলেক্স ও বিভিন্ন ব্যথার ওষুধ খেয়েছি কিন্তু ব্যথা কমেনা । কিছুদিন থেকে হাটতে গেলে পেশিতে কেমন টান লাগে , ঠিক ভাবে হাটতে পারিনা । এমতাবস্থায় আমি কি করতে পারি প্লিজ হেল্প । ","ভিটামিন ডি + ক্যালসিয়াম , ভিটামিন বি১ , ৬ , ১২ কম্পলেক্স ও বিভিন্ন ব্যথার ওষুধ","আমার পায়ের হাটুর নিচের মাংস পেশীর ভিতর প্রচুর ব্যাথা করে এবং হাটুর ভিতর কেমন খালি খালি লাগে । হাটুর ভিতর সমস্যা তেমন একটা না কিন্তু মাংস পেশীর ব্যথা অনেক বেশি । শুয়ে থাকলে আরো বেশি ব্যথা অনুভূত হয় । আমি গ্যাবাপেন্টিন খেয়েছি কিন্তু ব্যথা কমেনা । কিছুদিন থেকে হাটতে গেলে পেশিতে কেমন টান লাগে , ঠিক ভাবে হাটতে পারিনা । এমতাবস্থায় আমি কি করতে পারি প্লিজ হেল্প ।",1,0
ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Alben DS 400mg 1 + 0 + 0 on empty stomach for 3 days - - সকালে খালি পেটে পরপর ৩ দিন - - এ ডোজে খেতে পারেন । সাধারণত ৬ মাস পরপর কৃমির ঔষধ খাওয়া যায় । ধন্যবাদ । ,Tab Alben DS 400mg | কৃমির ঔষধ,ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Mebendazole 100mg 1 + 0 + 0 on empty stomach for 3 days - - সকালে খালি পেটে পরপর ৩ দিন - - এ ডোজে খেতে পারেন । সাধারণত ৬ মাস পরপর কৃমির ঔষধ খাওয়া যায় । ধন্যবাদ ।,1,0
আমি প্রায় তিন বছর আগে টিটি টিকার প্রথম ডোজ নিয়েছিলাম কিন্তু সঠিক সময়ে দ্বিতীয় ডোজ নেওয়া হয়নি আমি কি এখন দ্বিতীয় ডোজ নিতে পারবো নাকি প্রথম থেকে দিতে হবে । ,টিটি টিকার,আমি প্রায় তিন বছর আগে টিডি টিকার প্রথম ডোজ নিয়েছিলাম কিন্তু সঠিক সময়ে দ্বিতীয় ডোজ নেওয়া হয়নি আমি কি এখন দ্বিতীয় ডোজ নিতে পারবো নাকি প্রথম থেকে দিতে হবে ।,1,1
ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ ৷ আপনার বাচ্চার বয়স ৪বছর নাকি ৪মাস তা এখানে বোধগম্য নয় । আপনি একজন শিশু বিশেষজ্ঞ কে দেখান । আর জরের জন্য নাপা সিরাপ খাওয়ান । ধন্যবাদ,নাপা সিরাপ,ডাক্তার ভাইকে প্রশ্ন করার জন্য আপনাকে ধন্যবাদ ৷ আপনার বাচ্চার বয়স ৪বছর নাকি ৪মাস তা এখানে বোধগম্য নয় । আপনি একজন শিশু বিশেষজ্ঞ কে দেখান । আর জরের জন্য প্যারাসিটামল সিরাপ খাওয়ান । ধন্যবাদ,1,1
"আমি ফেমিকন পিল খাই . . . কিন্তু আমার মিনস হওয়া ১২দিন যাইনি এখন আবার রক্তের মত লাল সাব যাচ্ছে . . . এখন বুঝতেছি না কি করবো . . . ফেমিকন পিল কি খাব না কি বন্ধ রাখবো , ",ফেমিকন পিল | ফেমিকন পিল,"আমি মার্ভেলন পিল খাই . . . কিন্তু আমার মিনস হওয়া ১২দিন যাইনি এখন আবার রক্তের মত লাল সাব যাচ্ছে . . . এখন বুঝতেছি না কি করবো . . . ফেমিকন পিল কি খাব না কি বন্ধ রাখবো ,",0,1
"গত ৩ সপ্তাহ আগে মুখেও শরীরে কয়েক টা গোটা ওঠে । এগুলো ব্যাথা ছিল । শরীরে জ্বর ও আসে । তারপর পল্লী চিকিৎসকের কাছে যাই , তিনি ফাইলোপেন ডিএস , এলাকট্রল সাথে নাপা সাজেস্ট করে । এগুলো ৯ দিন খাই কিন্তু কোনো কাজ হয় না । তারপর ডা . এর কাছে যাই তিনি azin 500 , সাথে কিছু ঔষধ দেয় । এগুলো খাওয়ার পর শরীরে আর গুটা দেখা যায় না । এই ঔষধের কোস শেষ করছি । এখন আবার শরীরে গুটা ও জ্বর চলে আসছে । ",ফাইলোপেন ডিএস | এলাকট্রল | নাপা | azin 500 | গুটা | গুটা | জ্বর,"গত ৩ সপ্তাহ আগে মুখেও শরীরে কয়েক টা গোটা ওঠে । এগুলো ব্যাথা ছিল । শরীরে জ্বর ও আসে । তারপর পল্লী চিকিৎসকের কাছে যাই , তিনি ফাইলোপেন ডিএস , এলাকট্রল সাথে নাপা সাজেস্ট করে । এগুলো ৯ দিন খাই কিন্তু কোনো কাজ হয় না । তারপর ডা . এর কাছে যাই তিনি ক্ল্যারিথ্রোমাইসিন ৫০০ , সাথে কিছু ঔষধ দেয় । এগুলো খাওয়ার পর শরীরে আর গুটা দেখা যায় না । এই ঔষধের কোস শেষ করছি । এখন আবার শরীরে গুটা ও জ্বর চলে আসছে ।",0,0
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার আম্মার সমস্যা প্যারাসিটামল না খেয়ে কমলে প্রাথমিক চিকিৎসা তে আর কমবে না । আপনি একজন অর্থপেডিক্স বিশেষজ্ঞ কে দেখিয়ে নিন । ধন্যবাদ । ,প্যারাসিটামল,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনার আম্মার সমস্যা আইবুপ্রোফেন না খেয়ে কমলে প্রাথমিক চিকিৎসা তে আর কমবে না । আপনি একজন অর্থপেডিক্স বিশেষজ্ঞ কে দেখিয়ে নিন । ধন্যবাদ ।,1,1
biofol 5mg এবং folison 5mg কি একেই ঔষধ এর কাজ করে বা একেই ঔষধ ? ,biofol 5mg | folison 5mg,folic acid 5mg এবং folison 5mg কি একেই ঔষধ এর কাজ করে বা একেই ঔষধ ?,1,0
যারা সবসময় ঘরে থাকে sunlight এ যাইনা ( মহিলারা ) তাদের কি vitamin D খাওয়ার প্রয়োজন আছে ? যদি vitamin D খাইতেহয় তাহলে কিভাবে খাবে ? দয়াকরে বিস্তারিত জানাবেন । ,vitamin D | vitamin D,যারা সবসময় ঘরে থাকে sunlight এ যাইনা ( মহিলারা ) তাদের কি vitamin D3 খাওয়ার প্রয়োজন আছে ? যদি vitamin D খাইতেহয় তাহলে কিভাবে খাবে ? দয়াকরে বিস্তারিত জানাবেন ।,0,1
ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । 1 ) Tab . Deslor 5mg - - 0 + 0 + 1 for 15 days . 2 ) Tab Fexo 120mg - - 0 + 0 + 1 for 15 days . 3 ) Tab Napa 500mg - - 2 + 2 + 2 after meal when there is fever or pain . ঠান্ডা জাতীয় খাবার খাবেন না । গরম পানির ভাপ নিবেন । সে সাথে কুসুমগরম পানিতে ১ চিমটি লবণ মিশিয়ে দু ' বেলা গার্গল করবেন । ভিটামিন সি সমৃদ্ধ খাবার বেশী করে খাবেন । লক্ষ্য রাখুন অন্য কোন অস্বাভাবিক লক্ষণ বা করোনার লক্ষন দেখা দেয় কিনা । সে ক্ষেত্রে অবশ্যই ডাক্তারের পরামর্শ নিয়ে নিবেন । ধন্যবাদ । ,Tab . Deslor 5mg | Tab Fexo 120mg | Tab Napa 500mg,ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । 1 ) Tab . Loratadine 5mg - - 0 + 0 + 1 for 15 days . 2 ) Tab Fexo 120mg - - 0 + 0 + 1 for 15 days . 3 ) Tab Napa 500mg - - 2 + 2 + 2 after meal when there is fever or pain . ঠান্ডা জাতীয় খাবার খাবেন না । গরম পানির ভাপ নিবেন । সে সাথে কুসুমগরম পানিতে ১ চিমটি লবণ মিশিয়ে দু ' বেলা গার্গল করবেন । ভিটামিন সি সমৃদ্ধ খাবার বেশী করে খাবেন । লক্ষ্য রাখুন অন্য কোন অস্বাভাবিক লক্ষণ বা করোনার লক্ষন দেখা দেয় কিনা । সে ক্ষেত্রে অবশ্যই ডাক্তারের পরামর্শ নিয়ে নিবেন । ধন্যবাদ ।,0,1
দুই মাসের অন্তঃসত্ত্বা অবস্থায় কোন চুলকানি / দাউদ এর ক্রীম ব্যবহার করা যাবে কিনা ? ? তাছাড়া Darmomix ক্রীম ব্যবহারে কোন অসুবিধা হবে কি ? ? ,Darmomix ক্রীম,দুই মাসের অন্তঃসত্ত্বা অবস্থায় কোন চুলকানি / দাউদ এর ক্রীম ব্যবহার করা যাবে কিনা ? ? তাছাড়া ক্লোট্রিমাজল ক্রীম ব্যবহারে কোন অসুবিধা হবে কি ? ?,0,0
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Cef 3 DS , 1 + 0 + 1 , 7 Days . এবং অবশ্যই একজন ডেন্টিস্টের পরামর্শ নিবেন । ধন্যবাদ",Tab Cef 3 DS,"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Cefpodoxime DS , 1 + 0 + 1 , 7 Days . এবং অবশ্যই একজন ডেন্টিস্টের পরামর্শ নিবেন । ধন্যবাদ",1,1
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ঠান্ডা পানি দিয়ে দেখতে পারেন । ব্যাথা হলে প্যারাসিটামল খান । ধন্যবাদ,প্যারাসিটামল,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি ঠান্ডা পানি দিয়ে দেখতে পারেন । ব্যাথা হলে আইবুপ্রোফেন খান । ধন্যবাদ,1,0
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । কৃমির ঔষধ , এটি একটি পরজীবীনাশক । রোগের ধরন ( Symptoms ) - এর উপর নির্ভর করে ও পরজীবী ভেদে চিকিৎসক যার প্রয়োগ প্রক্রিয়া নির্ধারণ করেন । আমাদের দেশে সাধারণত যে ধরনের পরজীবীর আক্রমণ হয় তার উপর ভিত্তি করে - Tab . Alben DS 400mg একটি ট্যাবলেট এক বেলা একবার মাত্র খেতে হবে । ধন্যবাদ । ",Tab . Alben DS 400mg,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । কৃমির ঔষধ , এটি একটি পরজীবীনাশক । রোগের ধরন ( Symptoms ) - এর উপর নির্ভর করে ও পরজীবী ভেদে চিকিৎসক যার প্রয়োগ প্রক্রিয়া নির্ধারণ করেন । আমাদের দেশে সাধারণত যে ধরনের পরজীবীর আক্রমণ হয় তার উপর ভিত্তি করে - Tab . Mebendazole 500mg একটি ট্যাবলেট এক বেলা একবার মাত্র খেতে হবে । ধন্যবাদ ।",1,0
"ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি লবন , গরম পানি দিয়ে গড়গড়া করবেন , মিকোরাল জেল ব্যাবহার করবেন । ব্যাথা যদি বেশি থাকে তাহলে Tab - Naprosyn 500mg 1 + 0 + 1 ভরা পেটে খেতে পারেন . . . Tab - zimax 500 mg 1 + 0 + 0 7 দিন খাবেন । Cap - sergel20 mg 1 + 0 + 1 খাবার আগে খাবেন . . . ",মিকোরাল জেল | Tab - Naprosyn 500mg | Tab - zimax 500 mg | Cap - sergel20 mg,"ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । আপনি লবন , গরম পানি দিয়ে গড়গড়া করবেন , মিকোরাল জেল ব্যাবহার করবেন । ব্যাথা যদি বেশি থাকে তাহলে Tab - Ibuprofen 400mg 1 + 0 + 1 ভরা পেটে খেতে পারেন . . . Tab - zimax 500 mg 1 + 0 + 0 7 দিন খাবেন । Cap - sergel20 mg 1 + 0 + 1 খাবার আগে খাবেন . . .",1,1
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গলা ব্যাথার জন্য প্যারাসিটামল খেতে পারেন । আদা , মধু , গরম পানি খান । সিরাপ হানিকল দুই চামচ করে তিন বেলা খেতে পারেন । ভাল না হলে একজন নাক কান গলা বিশেষজ্ঞ ডাক্তার কে দেখিয়ে নিন । ধন্যবাদ । ",প্যারাসিটামল | সিরাপ হানিকল,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি গলা ব্যাথার জন্য আইবুপ্রোফেন খেতে পারেন । আদা , মধু , গরম পানি খান । সিরাপ হানিকল দুই চামচ করে তিন বেলা খেতে পারেন । ভাল না হলে একজন নাক কান গলা বিশেষজ্ঞ ডাক্তার কে দেখিয়ে নিন । ধন্যবাদ ।",1,1
Thanks for questioning daktarbhai . Give Napa Suppository 60mg পায়খানার রাস্তায় জল ১০১ হলে । দিনে ৫ - ৬ ঘণ্টা পর পর দিতে পারবেন । সিরাপ Tofen 0 . 5ml ৩ বেলা করে খাওয়ান ৭ দিন । Flacol drop দিন ৬ ফোঁটা করে দিনে ৩ বেলা ৫ দিন । ধন্যবাদ,Napa Suppository 60mg | সিরাপ Tofen 0 . 5ml | Flacol drop,Thanks for questioning daktarbhai . Give Napa Suppository 60mg পায়খানার রাস্তায় জল ১০১ হলে । দিনে ৫ - ৬ ঘণ্টা পর পর দিতে পারবেন । সিরাপ Cetirizine 0 . 5ml ৩ বেলা করে খাওয়ান ৭ দিন । Flacol drop দিন ৬ ফোঁটা করে দিনে ৩ বেলা ৫ দিন । ধন্যবাদ,1,1
আমার সহধর্মীনির যোনিতে এলার্জির জনিত চুলকানির জন্য Tab - Alatral 10mg 1 + 0 + 1 - ৩ থেকে ৫ দিন সেবনের পরামর্শ দিয়েছেন । আর জানতে চেয়েছেন শরীরের অন্য কোন স্থানে চুলকানি আছে কিনা ? শরীরের অন্য কোথাও চুলকানি নেই । এখন করনীয় কী ? ,Tab - Alatral 10mg,আমার সহধর্মীনির যোনিতে এলার্জির জনিত চুলকানির জন্য Tab - Loratadine 10mg 1 + 0 + 1 - ৩ থেকে ৫ দিন সেবনের পরামর্শ দিয়েছেন । আর জানতে চেয়েছেন শরীরের অন্য কোন স্থানে চুলকানি আছে কিনা ? শরীরের অন্য কোথাও চুলকানি নেই । এখন করনীয় কী ?,0,0
ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । আপনি ইনসুলিন নেন না ওষুধ খান ? ,ইনসুলিন,ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । আপনি লিরাগ্লুটাইড নেন না ওষুধ খান ?,0,0
"ধন্যবাদ আপনাকে প্রশ্নের জন্য । ডিম , দুধ , ডাবের পানি , ওরস্যালাইন , মাংস । ধন্যবাদ",ওরস্যালাইন,"ধন্যবাদ আপনাকে প্রশ্নের জন্য । ডিম , দুধ , ডাবের পানি , রিহাইড্রাল , মাংস । ধন্যবাদ",0,0
গর্ভবতী মহিলাদের জন্য এস এম সি কোম্পানি তৈরি ( ফুলকেয়ার ) ট্যাবলেট কতটুকু ভূমিকা রাখে ? ? ,( ফুলকেয়ার ) ট্যাবলেট,গর্ভবতী মহিলাদের জন্য এস এম সি কোম্পানি তৈরি ( প্রেগনাকেয়ার ) ট্যাবলেট কতটুকু ভূমিকা রাখে ? ?,1,1
আমার প্রেগন্যান্সির ৪ . ৫ মাস শেষ । । । গত ১মাস বা তার ও কিছু আগে থেকে আমি কিছুক্ষণ দাড়াই কাজ করলে খুব কোমর ব্যাথা হত । রোযাতে আমি কাজ করছিনা রোযাও রাখছিনা তবু ও ২ - ৩দিন পর পর কোমর পিঠে খুব ব্যাথা নামায পড়তেও কষ্ট হয় । । । আল্টা করাতে হাসপাতাল যেতেও ভয় হচ্ছে । । কি করব । । । এটা কি নরমালি হয় । । । আমার ১ম প্রেগন্যান্সি এটা । মেডিসিন খাচ্ছি আমি আইপেক সুপার আগে ফিভিটা খেতাম ওটা পাওয়া যাচ্ছে না আর ইসোনিক্স২০ ক্যাপসুল । আমার বাথরুম ক্লিয়ার না,আইপেক সুপার | ফিভিটা | ইসোনিক্স২০ ক্যাপসুল,আমার প্রেগন্যান্সির ৪ . ৫ মাস শেষ । । । গত ১মাস বা তার ও কিছু আগে থেকে আমি কিছুক্ষণ দাড়াই কাজ করলে খুব কোমর ব্যাথা হত । রোযাতে আমি কাজ করছিনা রোযাও রাখছিনা তবু ও ২ - ৩দিন পর পর কোমর পিঠে খুব ব্যাথা নামায পড়তেও কষ্ট হয় । । । আল্টা করাতে হাসপাতাল যেতেও ভয় হচ্ছে । । কি করব । । । এটা কি নরমালি হয় । । । আমার ১ম প্রেগন্যান্সি এটা । মেডিসিন খাচ্ছি আমি আইপেক সুপার আগে প্রেগনাকেয়ার খেতাম ওটা পাওয়া যাচ্ছে না আর ইসোনিক্স২০ ক্যাপসুল । আমার বাথরুম ক্লিয়ার না,0,1
ORS mane ki aktu bolen . . ki kage lage Please help,ORS,ওরাল স্যালাইন mane ki aktu bolen . . ki kage lage Please help,1,1
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । পায়খানা কষা হলে syrup , Actilac ২ চামচ করে দিনে ৩ বার খাবে । পায়খানা স্বাভাবিক হলে খাওয়ার দরকার নেই । চাপ দিয়ে পায়খানা করা থেকে বিরত থাকুন । আপাতত ব্যাথার জন্য tab . napa extend ১ টি ট্যাবলেট খাবেন । ","syrup , Actilac | tab . napa extend","ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । পায়খানা কষা হলে syrup , Duphalac ২ চামচ করে দিনে ৩ বার খাবে । পায়খানা স্বাভাবিক হলে খাওয়ার দরকার নেই । চাপ দিয়ে পায়খানা করা থেকে বিরত থাকুন । আপাতত ব্যাথার জন্য tab . napa extend ১ টি ট্যাবলেট খাবেন ।",1,1
আন্টিবায়োটিক চলাকালীন সময় ( যে দূবলতা বা অসুস্থতা ) বোধ হয় তা কিভাবে দূর করা যায় ? ,আন্টিবায়োটিক,অ্যামোক্সিসিলিন চলাকালীন সময় ( যে দূবলতা বা অসুস্থতা ) বোধ হয় তা কিভাবে দূর করা যায় ?,1,1
ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । ভাপ নিন । এন্টাজল ড্রপ ব্যবহার করুন । ধন্যবাদ,এন্টাজল ড্রপ,ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । ভাপ নিন । অক্সিমেটাজোলিন ড্রপ ব্যবহার করুন । ধন্যবাদ,1,0
তিনদিন আপনাদের পরামর্শ অনুযায়ী Syp . Miracof কাশির জন্য খাচ্ছি । আজ শেষ হল কিন্তু কাশি কমতেছে না । রাতে কাশিটা বেড়ে যায় । শুধু শুষ্ক কাশি । এখন কী করনীয় । বললে উপকৃত হব । ,Syp . Miracof,তিনদিন আপনাদের পরামর্শ অনুযায়ী Syp . Dextromethorphan কাশির জন্য খাচ্ছি । আজ শেষ হল কিন্তু কাশি কমতেছে না । রাতে কাশিটা বেড়ে যায় । শুধু শুষ্ক কাশি । এখন কী করনীয় । বললে উপকৃত হব ।,1,0
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Fungidal ointment আক্রান্ত স্থানে দিনে ২ বার লাগাবেন . . . ১মাস এবং syp , xyril ১ / ২ চামচ * শুধু রাতে . . . . ৭দিন । ","Fungidal ointment | syp , xyril","ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Clotrimazole ointment আক্রান্ত স্থানে দিনে ২ বার লাগাবেন . . . ১মাস এবং syp , xyril ১ / ২ চামচ * শুধু রাতে . . . . ৭দিন ।",0,0
গর্ভবতী অবস্থায় ফলিক্স ৫ এর পরিবর্তে ফলিসন ৫ মি . গ্রা খাওয়া যাবে কি ? ,ফলিক্স ৫ | ফলিসন ৫ মি . গ্রা,গর্ভবতী অবস্থায় ফোলিক অ্যাসিড ৫ মি . গ্রা এর পরিবর্তে ফলিসন ৫ মি . গ্রা খাওয়া যাবে কি ?,1,1
আমার ভাগিনার বয়স ১৮ মাস । গতকাল থেকে তার পেট খারাপ । গতকাল থেকে মেট্রিল এবং গ্যাসের ঔষধ হার্বিসল খাইয়েছি । এখন তার পায়খানা আরো পাতলা হয়ে গেসে ৷ ওরস্যালাইন ও খাতে দিসি । আমার প্রশ্ন হলো চিকিৎসা কি ঠিক আছে ? ,মেট্রিল | গ্যাসের ঔষধ হার্বিসল | ওরস্যালাইন ও,আমার ভাগিনার বয়স ১৮ মাস । গতকাল থেকে তার পেট খারাপ । গতকাল থেকে নিফুরক্সাজাইড এবং গ্যাসের ঔষধ হার্বিসল খাইয়েছি । এখন তার পায়খানা আরো পাতলা হয়ে গেসে ৷ ওরস্যালাইন ও খাতে দিসি । আমার প্রশ্ন হলো চিকিৎসা কি ঠিক আছে ?,1,1
Thank you for your question Give oral saline mixed with 500ml water and feed after each motion . Give soft rice with mashed banana . If flutanil causes diarrhea then you can stop . Otherwise continue for 3days . Thank you,oral saline | flutanil,Thank you for your question Give oral saline mixed with 500ml water and feed after each motion . Give soft rice with mashed banana . If racecadotril causes diarrhea then you can stop . Otherwise continue for 3days . Thank you,1,0
Gender - Male Age - 30 BMI - Normal Riz ( Cetrizine Dihydrocloride ) tablet allergy problem er jonno everyday long time ( 4 - 5 years or more ) khele ki mejor kono side effect hote pare ? ,Cetrizine Dihydrocloride ) tablet,Gender - Male Age - 30 BMI - Normal Riz ( Levocetirizine Dihydrochloride ) tablet allergy problem er jonno everyday long time ( 4 - 5 years or more ) khele ki mejor kono side effect hote pare ?,1,1
"নামঃ < NAME > , বয়সঃ ৫২ বছর । আমার ডায়বেটিস ও হাই পেসার আছে । এছাড়াও প্রস্টেড এর সমস্যা আছে । হঠাৎ করে আমার তল পেটে ব্যথা করছে । প্রসাবে মাঝে মাঝে জালা করে । আমি Uromax - D & Duopres 5 / 20 খাই । এখন আমি কী করতে পারি ? ",Uromax - D | Duopres 5 / 20,"নামঃ < NAME > , বয়সঃ ৫২ বছর । আমার ডায়বেটিস ও হাই পেসার আছে । এছাড়াও প্রস্টেড এর সমস্যা আছে । হঠাৎ করে আমার তল পেটে ব্যথা করছে । প্রসাবে মাঝে মাঝে জালা করে । আমি Dutas-T & Duopres 5 / 20 খাই । এখন আমি কী করতে পারি ?",1,0
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Tab Aristosilver 0 + 1 + 0 30 days খাওয়ার পর । লেবুর শরবত , ফলের রস এ দুর্বলতা দ্রুত কাটবে । ডিম , দুধ দিবেন । ধন্যবাদ । ",Tab Aristosilver,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Tab Ferrous Sulfate 0 + 1 + 0 30 days খাওয়ার পর । লেবুর শরবত , ফলের রস এ দুর্বলতা দ্রুত কাটবে । ডিম , দুধ দিবেন । ধন্যবাদ ।",1,0
"স্যার , আমার স্ত্রী ৬ মাস ১১ দিনের গর্ভবতী । এখন তার পা ফুলে গেছে বা পানি এসেছে । সকালে ক্যালসিয়াম আর রাতে আয়রণ খাওয়াচ্ছি । সকাল সন্ধ্যায় হাটছে , পায়ের নিচে কোল বালিশ নিয়ে ঘুমাচ্ছে , পা ঝুলিয়ে বসছে না । তবুও পা ফোলা কমছে না কি করতে পারি । ",ক্যালসিয়াম | আয়রণ,"স্যার , আমার স্ত্রী ৬ মাস ১১ দিনের গর্ভবতী । এখন তার পা ফুলে গেছে বা পানি এসেছে । সকালে ক্যালসিয়াম আর রাতে ফলিক অ্যাসিড খাওয়াচ্ছি । সকাল সন্ধ্যায় হাটছে , পায়ের নিচে কোল বালিশ নিয়ে ঘুমাচ্ছে , পা ঝুলিয়ে বসছে না । তবুও পা ফোলা কমছে না কি করতে পারি ।",1,1
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । প্রথমত আপনার সমস্যাটি দেখা প্রয়োজন এছাড়া রোগটি সম্পর্কে সঠিক ধারনা পাচ্ছি না । আপনি আপনার নিকটস্থ একজন রেজিস্টার্ড চিকিৎসক কে সমস্যাটি দেখিয়ে এর চিকিৎসা নিন । রোদে গেলে অবশ্যই ছাতা ব্যাবহার করুন এবং ত্বকে সানস্ক্রিন ক্রিম ব্যাবহার করুন । ধন্যবাদ । ,সানস্ক্রিন ক্রিম,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । প্রথমত আপনার সমস্যাটি দেখা প্রয়োজন এছাড়া রোগটি সম্পর্কে সঠিক ধারনা পাচ্ছি না । আপনি আপনার নিকটস্থ একজন রেজিস্টার্ড চিকিৎসক কে সমস্যাটি দেখিয়ে এর চিকিৎসা নিন । রোদে গেলে অবশ্যই ছাতা ব্যাবহার করুন এবং ত্বকে সানব্লক ক্রিম ব্যাবহার করুন । ধন্যবাদ ।,1,1
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । নাপা ট্যাব ভরা পেটে দুইবেলা খাবেন । ৩ দিন কথা একদম কম বলবেন । গরম পানি লবন দিয়ে গড়গড়া করবেন । ধন্যবাদ । ,নাপা ট্যাব,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । প্যারাসিটামল ট্যাব ভরা পেটে দুইবেলা খাবেন । ৩ দিন কথা একদম কম বলবেন । গরম পানি লবন দিয়ে গড়গড়া করবেন । ধন্যবাদ ।,1,1
"ধন্যবাদ আপনার প্রশ্নের জন্য । ইনফেকশন থাকতে পারে , টেস্ট করে নিশ্চিত হতে হবে । ব্যাথা হলে নাপা খাবেন , গরম সেঁক দিবেন । ধন্যবাদ",নাপা,"ধন্যবাদ আপনার প্রশ্নের জন্য । ইনফেকশন থাকতে পারে , টেস্ট করে নিশ্চিত হতে হবে । ব্যাথা হলে আইবুপ্রোফেন খাবেন , গরম সেঁক দিবেন । ধন্যবাদ",0,0
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Rolac 10 , . 1 + 0 + 1 , 7 days . এছাড়া অবশ্যই একজন নাক কান গলা বিশেষজ্ঞের পরামর্শ নিবেন । ধন্যবাদ",Tab Rolac 10,"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Aceclofenac 100 , . 1 + 0 + 1 , 7 days . এছাড়া অবশ্যই একজন নাক কান গলা বিশেষজ্ঞের পরামর্শ নিবেন । ধন্যবাদ",1,0
Tab . Fexo 120mg 1 + 0 + 1 for 7 days Tab . Monas 10mg 0 + 0 + 1 for 15 days Syrup Adovas 2 spoon ৩ বেলা খাবেন । ধন্যবাদ,Tab . Fexo 120mg | Tab . Monas 10mg | Syrup Adovas,Tab . Fexo 120mg 1 + 0 + 1 for 7 days Tab . Monas 10mg 0 + 0 + 1 for 15 days Syrup Bromhexine 2 spoon ৩ বেলা খাবেন । ধন্যবাদ,1,0
