text,Specialist,target_specialist,modified_specialist,modified_sentence,eval_target_specialist,correct_prediction,correct_raw_response,hallucinated_prediction,hallucinated_raw_response
"Tab . Napa Extend 665mg 1 + 1 + 1 2days . If not improved , please consult with a doctor physically in a hospital . Thank you",doctor,doctor,general physician,"Tab . Napa Extend 665mg 1 + 1 + 1 2days . If not improved , please consult with a general physician physically in a hospital . Thank you",doctor,0.0,"ANSWER: 0

The extracted entity ""doctor"" is mentioned in the given text: ""If not improved, please consult with a doctor physically in a hospital."" Therefore, the entity is not hallucinated.",1.0,"ANSWER: 1

The text does not mention a ""doctor"" explicitly. It refers to consulting a ""general physician"" if the condition does not improve, but the term ""doctor"" is not used. Therefore, the extracted entity ""doctor"
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । একজন শিশু বিশেষজ্ঞ চিকিৎসক কে দেখান । ,শিশু বিশেষজ্ঞ,শিশু বিশেষজ্ঞ,নবজাতক বিশেষজ্ঞ,ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । একজন নবজাতক বিশেষজ্ঞ চিকিৎসক কে দেখান ।,শিশু বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""শিশু বিশেষজ্ঞ"" (pediatrician) is mentioned in the text ""একজন শিশু বিশ",,"To determine whether the extracted medical entity ""শিশু বিশেষজ্ঞ"" (pediatrician) is hallucinated with respect to the given text, we need to carefully analyze the content of the text.

The"
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Tory 60 , 1 টি করে ট্যাবলেট দুই বেলা খেতে পারেন তিন থেকে পাঁচ দিন । এছাড়া অবশ্য একজন ডেন্টিস্ট এর পরামর্শ নিন । কেননা আক্কেল দাঁত হবার স্থানে আরো ফুলবে , আরো ব্যথা করবে , জ্বর আসতে পারে , পরবর্তীতে অ্যান্টিবায়োটিকে প্রয়োজন হতে পারে । ধন্যবাদ",ডেন্টিস্ট,ডেন্টিস্ট,ওরাল সার্জন,"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । Tab Tory 60 , 1 টি করে ট্যাবলেট দুই বেলা খেতে পারেন তিন থেকে পাঁচ দিন । এছাড়া অবশ্য একজন ওরাল সার্জন এর পরামর্শ নিন । কেননা আক্কেল দাঁত হবার স্থানে আরো ফুলবে , আরো ব্যথা করবে , জ্বর আসতে পারে , পরবর্তীতে অ্যান্টিবায়োটিকে প্রয়োজন হতে পারে । ধন্যবাদ",ডেন্টিস্ট,0.0,"ANSWER: 0

The extracted entity ""ডেন্টিস্ট"" (dentist) is mentioned in the given text. The text advises the person to consult a dentist because of potential issues with the wisdom tooth, such",1.0,"ANSWER: 1

The text mentions an ""ওরাল সার্জন"" (oral surgeon) but does not mention a ""ডেন্টিস্ট"" (dentist). Therefore, the"
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত একজন কোলোরেক্টাল সার্জন এর পরামর্শ নিবেন । ধন্যবাদ,কোলোরেক্টাল সার্জন,কোলোরেক্টাল সার্জন,গ্যাস্ট্রোএনটেরোলজিস্ট,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি দ্রুত একজন গ্যাস্ট্রোএনটেরোলজিস্ট এর পরামর্শ নিবেন । ধন্যবাদ,কোলোরেক্টাল সার্জন,0.0,"ANSWER: 0

The extracted entity ""কোলোরেক্টাল সার্জন"" (colorectal surgeon) is present in the given text. Therefore, it is not halluc",1.0,"ANSWER: 1

The text mentions a ""গ্যাস্ট্রোএনটেরোলজিস্ট"" (gastroenterologist), but the extracted entity ""কো"
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । পায়ে পানি আসার কারনের মধ্যে প্রেশার বেড়ে যাওয়া , থাইরয়েডের সমস্যা , কিডনি সমস্যা , শরীরের প্রোটিন কমে যাওয়া ইত্যাদি অন্যতম । আপনি একজন মেডিসিনের ডাক্তারকে দেখান । আপনার কিছু পরীক্ষা করে নিশ্চিত হয়ে চিকিৎসা নেয়া প্রয়োজ । ধন্যবাদ",মেডিসিনের ডাক্তারকে,মেডিসিনের ডাক্তারকে,কিডনি বিশেষজ্ঞকে,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । পায়ে পানি আসার কারনের মধ্যে প্রেশার বেড়ে যাওয়া , থাইরয়েডের সমস্যা , কিডনি সমস্যা , শরীরের প্রোটিন কমে যাওয়া ইত্যাদি অন্যতম । আপনি একজন কিডনি বিশেষজ্ঞকে দেখান । আপনার কিছু পরীক্ষা করে নিশ্চিত হয়ে চিকিৎসা নেয়া প্রয়োজ । ধন্যবাদ",মেডিসিনের ডাক্তারকে,0.0,"ANSWER: 0

The extracted entity ""মেডিসিনের ডাক্তারকে"" (a medical doctor) is mentioned in the given text. The text advises the person to see a",1.0,"ANSWER: 1

The extracted entity ""মেডিসিনের ডাক্তারকে"" (a medicine doctor) is not mentioned in the given text. The text specifically mentions ""ক"
ধন্যবাদ আপনাকে প্রশ্নের জন্য । উনি কি কোন cardiologist এর আন্ডারে আছেন ? ,cardiologist,cardiologist,pulmonologist,ধন্যবাদ আপনাকে প্রশ্নের জন্য । উনি কি কোন pulmonologist এর আন্ডারে আছেন ?,cardiologist,0.0,"ANSWER: 0

The extracted entity ""cardiologist"" is present in the given text. The text asks if the person is under a cardiologist, which confirms that ""cardiologist"" is not hallucinated.",1.0,"ANSWER: 1

The text mentions ""pulmonologist"" (a specialist in lung diseases), while the extracted entity is ""cardiologist"" (a specialist in heart diseases). These are different medical specialties, and the extracted entity does"
"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । যেহেতু প্রচুর পানি পান এবং Alkuli Syrup নেয়ার পরও আপনার প্রস্রাবের সময় জ্বালাপোড়া করছে , সেহেতু আপনি দ্রুত একজন Urology Specialist Doctor এর পরামর্শ নিয়ে নিন । পরীক্ষা নিরীক্ষা করে যাচাই করতে হবে অন্য কোন সমস্যা হচ্ছে কিনা । দৈনিক ২ - ৩ লিটার পানি পান করবেন । সে সাথে লেবু , বেদানা বা আপেল এর জুস পান করবেন । যে কোন অস্বাস্থ্যকর অভ্যাস থেকে বিরত থাকুন । ধন্যবাদ । ",Urology Specialist,Urology Specialist,Nephrology Specialist,"ডাক্তারভাইকে প্রশ্ন করার জন্য ধন্যবাদ । যেহেতু প্রচুর পানি পান এবং Alkuli Syrup নেয়ার পরও আপনার প্রস্রাবের সময় জ্বালাপোড়া করছে , সেহেতু আপনি দ্রুত একজন Nephrology Specialist Doctor এর পরামর্শ নিয়ে নিন । পরীক্ষা নিরীক্ষা করে যাচাই করতে হবে অন্য কোন সমস্যা হচ্ছে কিনা । দৈনিক ২ - ৩ লিটার পানি পান করবেন । সে সাথে লেবু , বেদানা বা আপেল এর জুস পান করবেন । যে কোন অস্বাস্থ্যকর অভ্যাস থেকে বিরত থাকুন । ধন্যবাদ ।",Urology Specialist,0.0,"ANSWER: 0

The extracted entity ""Urology Specialist"" is mentioned in the text. The text advises the person to quickly consult a Urology Specialist Doctor due to the symptoms described. Therefore, the entity is not hallucinated.",1.0,"ANSWER: 1

The text specifically mentions ""Nephrology Specialist Doctor"" and not ""Urology Specialist."" Therefore, the extracted entity ""Urology Specialist"" is hallucinated."
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন চর্ম রোগের বিশেষজ্ঞের পরামর্শ নিন । ধন্যবাদ,চর্ম রোগের বিশেষজ্ঞের,চর্ম রোগের বিশেষজ্ঞের,অ্যালার্জি বিশেষজ্ঞের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন অ্যালার্জি বিশেষজ্ঞের পরামর্শ নিন । ধন্যবাদ,চর্ম রোগের বিশেষজ্ঞের,0.0,"ANSWER: 0

The extracted entity ""চর্ম রোগের বিশেষজ্ঞের"" (dermatologist) is present in the given text. The text advises the reader",1.0,"ANSWER: 1

The text mentions an ""অ্যালার্জি বিশেষজ্ঞ"" (allergy specialist), but the extracted entity ""চর্ম রোগ"
"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । কোন নিকটস্থ নার্সিংহোম অথবা ক্লিনিকে যেয়ে জরায়ুর একটি ছোট্ট পরীক্ষা VIA TEST করিয়ে রিপোর্ট গাইনোকোলজিস্ট কে দেখিয়ে , সেই অনুযায়ী দ্রুত চিকিৎসা গ্রহণ করুন । এবং মেলামেশার সময় কনডম ব্যবহার করুন । মেলামেশার সময় ব্যথা বেশি হলে Tab Rolac 10 mg খেয়ে নিতে পারেন । ধন্যবাদ",গাইনোকোলজিস্ট,গাইনোকোলজিস্ট,গাইনোকোলজিক্যাল অনকোলজিস্ট,"ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । কোন নিকটস্থ নার্সিংহোম অথবা ক্লিনিকে যেয়ে জরায়ুর একটি ছোট্ট পরীক্ষা VIA TEST করিয়ে রিপোর্ট গাইনোকোলজিক্যাল অনকোলজিস্ট কে দেখিয়ে , সেই অনুযায়ী দ্রুত চিকিৎসা গ্রহণ করুন । এবং মেলামেশার সময় কনডম ব্যবহার করুন । মেলামেশার সময় ব্যথা বেশি হলে Tab Rolac 10 mg খেয়ে নিতে পারেন । ধন্যবাদ",গাইনোকোলজিস্ট,0.0,"ANSWER: 0

The term ""গাইনোকোলজিস্ট"" (gynecologist) is mentioned in the text, so it is not a hallucination.",0.0,"ANSWER: 0

The extracted entity ""গাইনোকোলজিস্ট"" (Gynecologist) is mentioned in the given text. The text advises the person to show the VIA test report to"
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । নাপা আর টোফেনের সাথে syrup - acos ১ চামচ করে সকালে ৭ দিন খাওয়াবেন । প্রয়োজনে একজন শিশু বিশেষজ্ঞ চিকিৎসক এর পরামর্শ নিবেন । ,শিশু বিশেষজ্ঞ চিকিৎসক,শিশু বিশেষজ্ঞ চিকিৎসক,পারিবারিক চিকিৎসক,ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । নাপা আর টোফেনের সাথে syrup - acos ১ চামচ করে সকালে ৭ দিন খাওয়াবেন । প্রয়োজনে একজন পারিবারিক চিকিৎসক এর পরামর্শ নিবেন ।,শিশু বিশেষজ্ঞ চিকিৎসক,0.0,"ANSWER: 0

The extracted entity ""শিশু বিশেষজ্ঞ চিকিৎসক"" (pediatric specialist) is mentioned in the given text. The text advises to consult",1.0,"ANSWER: 1

The text does not mention a ""শিশু বিশেষজ্ঞ চিকিৎসক"" (pediatrician or child specialist). The text only mentions a """
ধন্যবাদ আপনাকে প্রশ্নের জন্য । সরাসরি একজন গ্যাস্ট্রোএন্টেরোলজিস্ট দেখান । ধন্যবাদ,গ্যাস্ট্রোএন্টেরোলজিস্ট,গ্যাস্ট্রোএন্টেরোলজিস্ট,হেপাটোলজিস্ট,ধন্যবাদ আপনাকে প্রশ্নের জন্য । সরাসরি একজন হেপাটোলজিস্ট দেখান । ধন্যবাদ,গ্যাস্ট্রোএন্টেরোলজিস্ট,0.0,"ANSWER: 0

The extracted entity ""গ্যাস্ট্রোএন্টেরোলজিস্ট"" (gastroenterologist) is present in the given text. Therefore",1.0,"ANSWER: 1

The text mentions ""হেপাটোলজিস্ট"" (hepatologist), but the extracted entity is ""গ্যাস্ট্রোএন্ট"
"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনার অনেক সমস্যা , এই অবস্হায় সরাসরি না দেখে এবং পরীক্ষা না করে ঔষধ দেওয়া ঠিক হবেনা আপনি একজন Medicine বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিতে পারেন ধন্যবাদ । ",Medicine বিশেষজ্ঞ চিকিৎসকের,Medicine বিশেষজ্ঞ চিকিৎসকের,ইন্টারনাল মেডিসিন বিশেষজ্ঞ চিকিৎসকের,"ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ আপনার অনেক সমস্যা , এই অবস্হায় সরাসরি না দেখে এবং পরীক্ষা না করে ঔষধ দেওয়া ঠিক হবেনা আপনি একজন ইন্টারনাল মেডিসিন বিশেষজ্ঞ চিকিৎসকের পরামর্শ নিতে পারেন ধন্যবাদ ।",Medicine বিশেষজ্ঞ চিকিৎসকের,0.0,"ANSWER: 0

The extracted entity ""Medicine বিশেষজ্ঞ চিকিৎসকের"" (Medicine specialist doctor) is present in the given text. Therefore, it is not",,"The extracted entity ""Medicine বিশেষজ্ঞ চিকিৎসকের"" is not hallucinated. The text mentions ""ইন্টারনাল মেডিস"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । medicine বিশেষজ্ঞ র সাথে কথা বলুন । ধন্যবাদ । ,medicine বিশেষজ্ঞ,medicine বিশেষজ্ঞ,কার্ডিওলজি বিশেষজ্ঞ,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । কার্ডিওলজি বিশেষজ্ঞ র সাথে কথা বলুন । ধন্যবাদ ।,medicine বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""medicine বিশেষজ্ঞ"" (which translates to ""medicine specialist"" in English) is present in the given text. The text mentions ""medicine বিশেষ",1.0,"ANSWER: 1

The extracted entity ""medicine বিশেষজ্ঞ"" (medicine specialist) is not present in the given text. The text mentions ""কার্ডিওলজি ব"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । zythrin 500 mg এক ধরনের এন্টিবায়োটিক । আপনার স্ত্রী র মাসিকের সময় আরো অন্য কোনো সমস্যা হচ্ছে কিনা তা জানা জরুরি । অন্য সমস্যা না থাকলে অল্প রক্ত গেলে তেমন সমস্যা হওয়ার কথা না । থাইরয়েড সনস্যা হলে এমন হতে পারে । আপনি TSH পরীক্ষা করে একজন গাইনি চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ । ,গাইনি চিকিৎসকের,গাইনি চিকিৎসকের,এন্ডোক্রাইনোলজিস্টের,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । zythrin 500 mg এক ধরনের এন্টিবায়োটিক । আপনার স্ত্রী র মাসিকের সময় আরো অন্য কোনো সমস্যা হচ্ছে কিনা তা জানা জরুরি । অন্য সমস্যা না থাকলে অল্প রক্ত গেলে তেমন সমস্যা হওয়ার কথা না । থাইরয়েড সনস্যা হলে এমন হতে পারে । আপনি TSH পরীক্ষা করে একজন এন্ডোক্রাইনোলজিস্টের পরামর্শ নিতে পারেন । ধন্যবাদ ।,গাইনি চিকিৎসকের,0.0,"ANSWER: 0

The extracted entity ""গাইনি চিকিৎসকের"" (gynecologist) is mentioned in the text. The text suggests consulting a gynecologist for further advice, which",1.0,"ANSWER: 1

The extracted entity ""গাইনি চিকিৎসকের"" (gynecologist) is not mentioned in the given text. The text discusses the possibility of thyroid issues and suggests consulting"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি fungidal cream আক্রান্ত জায়গায় দিনে দুইবার করে সাত দিন লাগান । ভাল না হলে একজন চর্ম রোগের ডাক্তার কে দেখাতে হবে । আপনার হাচি সমস্যা সম্ভবত আপনার এলার্জি থেকে হচ্ছে । আপনি এলার্জি হয় এমন জিনিস থেকে দূরে থাকুন । একজন নাক কান গলা ডাক্তার কে দেখাতে পারেন । ধন্যবাদ,চর্ম রোগের ডাক্তার | নাক কান গলা ডাক্তার,চর্ম রোগের ডাক্তার | নাক কান গলা ডাক্তার,অ্যালার্জি বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি fungidal cream আক্রান্ত জায়গায় দিনে দুইবার করে সাত দিন লাগান । ভাল না হলে একজন অ্যালার্জি বিশেষজ্ঞ কে দেখাতে হবে । আপনার হাচি সমস্যা সম্ভবত আপনার এলার্জি থেকে হচ্ছে । আপনি এলার্জি হয় এমন জিনিস থেকে দূরে থাকুন । একজন নাক কান গলা ডাক্তার কে দেখাতে পারেন । ধন্যবাদ,চর্ম রোগের ডাক্তার | নাক কান গলা ডাক্তার,0.0,"ANSWER: 0

The extracted entities ""চর্ম রোগের ডাক্তার"" (dermatologist) and ""নাক কান গলা ড",1.0,"ANSWER: 1

Explanation:
The text mentions ""অ্যালার্জি বিশেষজ্ঞ"" (allergy specialist) and ""নাক কান গলা"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি দ্রুত একজন নাক কান গলা বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিন । ধন্যবাদ । ,নাক কান গলা বিশেষজ্ঞ,নাক কান গলা বিশেষজ্ঞ,অ্যালার্জি বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি দ্রুত একজন অ্যালার্জি বিশেষজ্ঞ চিকিৎসক কে দেখিয়ে নিন । ধন্যবাদ ।,নাক কান গলা বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""নাক কান গলা বিশেষজ্ঞ"" (ENT specialist) is present in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The extracted entity ""নাক কান গলা বিশেষজ্ঞ"" (ENT specialist) is not mentioned in the given text. The text only mentions ""অ"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি মুখে কোনো প্রসাধনী ব্যবহার করবেন না । পিজি হাসপাতালে চর্ম রোগ বিভাগে যোগাযোগ করুন । ধন্যবাদ,চর্ম,চর্ম,অ্যালার্জি,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি মুখে কোনো প্রসাধনী ব্যবহার করবেন না । পিজি হাসপাতালে অ্যালার্জি রোগ বিভাগে যোগাযোগ করুন । ধন্যবাদ,চর্ম,0.0,"ANSWER: 0

The extracted entity ""চর্ম"" (which means ""skin"" in English) is mentioned in the text in the phrase ""চর্ম রোগ বিভাগে""",1.0,"ANSWER: 1

The extracted entity ""চর্ম"" (which means ""skin"" in English) is not mentioned or alluded to in the given text. The text talks about not using any mouthwash and contacting the allergy department"
"is there any gyne doctor near shamoli , mohammadpur & mirpur 1 ? ",gyne doctor,gyne doctor,obstetrician,"is there any obstetrician near shamoli , mohammadpur & mirpur 1 ?",gyne doctor,0.0,"ANSWER: 0

The extracted entity ""gyne doctor"" is mentioned in the text, so it is not hallucinated.",1.0,"ANSWER: 1

The extracted entity ""gyne doctor"" is a hallucination with respect to the given text. The text specifically asks for an ""obstetrician"" near certain locations, and ""gyne doctor"" (which typically"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Syp Tofen ১ চামচ করে ২ বেলা ৭ দিন খাওয়াতে পারেন আপনি সরাসরি একজন Pediatrician এর পরামর্শ নিতে পারেন ধন্যবাদ,Pediatrician,Pediatrician,Allergist,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । Syp Tofen ১ চামচ করে ২ বেলা ৭ দিন খাওয়াতে পারেন আপনি সরাসরি একজন Allergist এর পরামর্শ নিতে পারেন ধন্যবাদ,Pediatrician,0.0,"ANSWER: 0

The extracted entity ""Pediatrician"" is mentioned in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The text mentions an ""Allergist"" but does not mention a ""Pediatrician."" Therefore, the extracted entity ""Pediatrician"" is hallucinated."
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এলার্জি কখনো ভাল হয় না । আপনি একজন চর্ম রোগের ডাক্তার কে দেখান । ধন্যবাদ,চর্ম রোগের ডাক্তার,চর্ম রোগের ডাক্তার,এলার্জি বিশেষজ্ঞ,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । এলার্জি কখনো ভাল হয় না । আপনি একজন এলার্জি বিশেষজ্ঞ কে দেখান । ধন্যবাদ,চর্ম রোগের ডাক্তার,0.0,"ANSWER: 0

The extracted entity ""চর্ম রোগের ডাক্তার"" (dermatologist) is mentioned in the given text. The text advises the person to see a",1.0,"ANSWER: 1

The text mentions ""এলার্জি বিশেষজ্ঞ"" (allergy specialist), but the extracted entity ""চর্ম রোগের ড"
"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । কফে রক্ত যাওয়ার কারনের মধ্যে COPD , PTB , RTI , Malignency অন্যতম । অনেক সময় জোরে কাশি দেয়ার কারনেও হতে পারে । আপনি একজন মেডিসিনের ডাক্তারের পরামর্ষ নিন । ধন্যবাদ",মেডিসিনের ডাক্তারের,মেডিসিনের ডাক্তারের,বক্ষব্যাধি বিশেষজ্ঞের,"আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । কফে রক্ত যাওয়ার কারনের মধ্যে COPD , PTB , RTI , Malignency অন্যতম । অনেক সময় জোরে কাশি দেয়ার কারনেও হতে পারে । আপনি একজন বক্ষব্যাধি বিশেষজ্ঞের পরামর্ষ নিন । ধন্যবাদ",মেডিসিনের ডাক্তারের,0.0,"ANSWER: 0

The extracted entity ""মেডিসিনের ডাক্তারের"" (a doctor of medicine) is mentioned in the given text. The text advises the reader to consult",1.0,"ANSWER: 1

The extracted entity ""মেডিসিনের ডাক্তারের"" (medicine doctor) is not mentioned in the given text. The text specifically mentions ""বক"
ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । একজন মেডিসিন বিশেষজ্ঞের পরামর্শ নিন । রিপোর্ট ও দেখাতে পারবেন । এই এপের মাধ্যমে ভিডিও কনফারেন্সে চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ,মেডিসিন বিশেষজ্ঞের,মেডিসিন বিশেষজ্ঞের,পারিবারিক চিকিৎসা বিশেষজ্ঞের,ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । একজন পারিবারিক চিকিৎসা বিশেষজ্ঞের পরামর্শ নিন । রিপোর্ট ও দেখাতে পারবেন । এই এপের মাধ্যমে ভিডিও কনফারেন্সে চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ,মেডিসিন বিশেষজ্ঞের,0.0,"ANSWER: 0

The extracted entity ""মেডিসিন বিশেষজ্ঞের"" (medicine specialist) is present in the given text. The text mentions ""একজন ম",1.0,"ANSWER: 1

The text mentions a ""পারিবারিক চিকিৎসা বিশেষজ্ঞ"" (family medicine specialist) and not a ""মেড"
ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি একজন মেডিসিন বিশেষজ্ঞের পরামর্শ নিবেন । ধন্যবাদ,মেডিসিন বিশেষজ্ঞের,মেডিসিন বিশেষজ্ঞের,বক্ষব্যাধি বিশেষজ্ঞের,ডাক্তার ভাইকে প্রশ্ন করার জন্য ধন্যবাদ । আপনি একজন বক্ষব্যাধি বিশেষজ্ঞের পরামর্শ নিবেন । ধন্যবাদ,মেডিসিন বিশেষজ্ঞের,0.0,"ANSWER: 0

The extracted entity ""মেডিসিন বিশেষজ্ঞের"" (medicine specialist) is mentioned in the given text. The text advises the reader to take the advice of",1.0,"ANSWER: 1

The text mentions a ""বক্ষব্যাধি বিশেষজ্ঞ"" (pulmonologist or chest disease specialist), but the extracted entity ""মেড"
"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । প্রিয় গ্রাহক , আপনার রোগটির চিকিৎসার জন্য আরও বিস্তারিত তথ্য জানা দরকার । আপনি ডাক্তারভাই এপ্লিকেশন থেকে ' Video Call To A Doctor ' সার্ভিসটি ব্যবহার করে একজন বক্ষব্যাধি বিশেষজ্ঞ ডাক্তারের এপয়েন্টমেন্ট নিয়ে ভিডিও কল এ কথা বলতে পারেন এবং আপনার রিপোর্ট র ছবি তুলে ডাক্তার কে পাঠাতে পারবেন । ডাক্তারএর লেখা প্রেস্ক্রিপশন আপনি আপনার এপ্লিকেশন এ পেয়ে যাবেন । এছাড়া ডাক্তারভাই এ বাসায় গিয়ে স্যাম্পল কালেকশন করে থাকে । আরও বিস্তারিত জানতে < NUMBER > তে কল করুন । ধন্যবাদ । ",বক্ষব্যাধি বিশেষজ্ঞ,বক্ষব্যাধি বিশেষজ্ঞ,শ্বাসতন্ত্র বিশেষজ্ঞ,"ধন্যবাদ আপনাকে প্রশ্ন করার জন্য । প্রিয় গ্রাহক , আপনার রোগটির চিকিৎসার জন্য আরও বিস্তারিত তথ্য জানা দরকার । আপনি ডাক্তারভাই এপ্লিকেশন থেকে ' Video Call To A Doctor ' সার্ভিসটি ব্যবহার করে একজন শ্বাসতন্ত্র বিশেষজ্ঞ ডাক্তারের এপয়েন্টমেন্ট নিয়ে ভিডিও কল এ কথা বলতে পারেন এবং আপনার রিপোর্ট র ছবি তুলে ডাক্তার কে পাঠাতে পারবেন । ডাক্তারএর লেখা প্রেস্ক্রিপশন আপনি আপনার এপ্লিকেশন এ পেয়ে যাবেন । এছাড়া ডাক্তারভাই এ বাসায় গিয়ে স্যাম্পল কালেকশন করে থাকে । আরও বিস্তারিত জানতে < NUMBER > তে কল করুন । ধন্যবাদ ।",বক্ষব্যাধি বিশেষজ্ঞ,0.0,"ANSWER: 0

The extracted entity ""বক্ষব্যাধি বিশেষজ্ঞ"" (chest disease specialist) is mentioned in the text. The text suggests that the user can use the",1.0,"ANSWER: 1

The text mentions a ""শ্বাসতন্ত্র বিশেষজ্ঞ"" (pulmonologist or respiratory specialist), but the extracted entity ""বক্ষ"
ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । গরম কিছু খাবেন না । আর দাতের ডাক্তার দেখাতে হবে । ধন্যবাদ । ,দাতের ডাক্তার,দাতের ডাক্তার,মুখ ও চোয়াল বিশেষজ্ঞ,ডাক্তার ভাই কে প্রশ্ন করার জন্য ধন্যবাদ । গরম কিছু খাবেন না । আর মুখ ও চোয়াল বিশেষজ্ঞ দেখাতে হবে । ধন্যবাদ ।,দাতের ডাক্তার,0.0,"The extracted entity ""দাতের ডাক্তার"" (dentist) is mentioned in the given text. Therefore, it is not hallucinated.

ANSWER: 0",,"To determine whether the extracted medical entity ""দাতের ডাক্তার"" (dentist) is hallucinated with respect to the given text, we need to carefully analyze the content of the text.

The text states"
আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন হেপাটোলোজিস্ট কে দেখান । ধন্যবাদ । ,হেপাটোলোজিস্ট,হেপাটোলোজিস্ট,গ্যাস্ট্রোএন্টেরোলজিস্ট,আপনাকে ধন্যবাদ প্রশ্ন করার জন্য । আপনি একজন গ্যাস্ট্রোএন্টেরোলজিস্ট কে দেখান । ধন্যবাদ ।,হেপাটোলোজিস্ট,0.0,"ANSWER: 0

The extracted entity ""হেপাটোলোজিস্ট"" (hepatologist) is mentioned in the given text. Therefore, it is not hallucinated.",1.0,"ANSWER: 1

The text mentions a ""গ্যাস্ট্রোএন্টেরোলজিস্ট"" (gastroenterologist), but the extracted entity is ""হ"
Thank you for asking question to Daktarbhai . Your back pain is not for those drugs . You need to Consult an orthopedic surgeon for your backpain . Thank you . ,orthopedic surgeon,orthopedic surgeon,neurosurgeon,Thank you for asking question to Daktarbhai . Your back pain is not for those drugs . You need to Consult a neurosurgeon for your backpain . Thank you .,orthopedic surgeon,0.0,"ANSWER: 0

The extracted entity ""orthopedic surgeon"" is mentioned in the given text, so it is not hallucinated.",1.0,"ANSWER: 1

The text specifically mentions consulting a neurosurgeon for the back pain, not an orthopedic surgeon. Therefore, the extracted entity ""orthopedic surgeon"" is hallucinated."
